timestamp	subject	rt	eyex	eyey	datatype	timefrom	timeto	pupil	eyecellx	eyecelly	world	path	visible	trialtype	keyPressed	keyAction	validAction	blackremains	numsquaresopen	squaretype	numexits
2021/7/20 12:21:21:641	startmarker
2021/7/20 12:21:22:657	endmarker
2021/7/20 12:21:23:  6	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:23: 12	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:23: 12	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:23: 17	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:23: 17	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:23: 22	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:23: 22	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:23: 28	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:23: 28	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:23: 33	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
